GEOID,Latitude,Longitude,geometry,Gas Production Quantity,Oil Production Quantity,Wind Plant Capacity,Wildfire Hazard Potential Score,Drought Risk Score,County,State,State Name,Pareto Efficient
48479,27.4693,-99.0075,POINT (-99.0075 27.4693),0.0,0.0,0.5358252472012346,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,27.5368,-98.9527,POINT (-98.9527 27.5368),0.0,0.0,0.6034661354873763,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,27.5799,-98.8247,POINT (-98.8247 27.5799),0.0,0.0,0.6997373037376682,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,27.85986171,-99.76608464,POINT (-99.76608464 27.85986171),0.6471630645181278,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,27.87268445,-99.51998596,POINT (-99.51998596 27.87268445),0.5112237728903661,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48409,27.9033,-97.4192,POINT (-97.4192 27.9033),0.0,0.0,0.6287563956881035,0.089,0.06927,San Patricio County,TX,Texas,False
48479,27.91324989,-99.44965424,POINT (-99.44965424 27.91324989),0.4875914230823712,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,27.92619255,-99.33892773,POINT (-99.33892773 27.92619255),0.5727903611060947,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,27.93240927,-99.49222954,POINT (-99.49222954 27.93240927),0.5017060189521797,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48409,27.953,-97.3336,POINT (-97.3336 27.953),0.0,0.0,0.6149066104832961,0.089,0.06927,San Patricio County,TX,Texas,False
48409,27.9927,-97.744,POINT (-97.744 27.9927),0.0,0.0,0.6435219393771736,0.089,0.06927,San Patricio County,TX,Texas,False
48479,28.03241198,-99.47021521,POINT (-99.47021521 28.03241198),0.789224990237035,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48283,28.03930445,-99.37543338,POINT (-99.37543338 28.03930445),0.6241722263906698,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48479,28.06745463,-99.81808898,POINT (-99.81808898 28.06745463),0.6870055254199625,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,28.06875156,-99.82298996,POINT (-99.82298996 28.06875156),0.4583920202782948,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,28.09463617,-99.40312438,POINT (-99.40312438 28.09463617),0.5454206843596698,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,28.10616352,-99.74508093,POINT (-99.74508093 28.10616352),0.5576662123160134,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,28.1507789,-99.54914528,POINT (-99.54914528 28.1507789),0.4767890046881582,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48479,28.16122506,-99.87450201,POINT (-99.87450201 28.16122506),0.4842902338385665,0.0,0.0,0.1009999999999999,0.02862,Webb County,TX,Texas,False
48409,28.1738,-97.811,POINT (-97.811 28.1738),0.0,0.0,0.7029909723000485,0.089,0.06927,San Patricio County,TX,Texas,True
48025,28.2479,-97.5212,POINT (-97.5212 28.2479),0.0,0.0,0.6684799364694083,0.187,0.172927123705445,Bee County,TX,Texas,False
48283,28.32402407,-98.89506014,POINT (-98.89506014 28.32402407),0.4781899087400378,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48127,28.33045143,-99.71557861,POINT (-99.71557861 28.33045143),0.6857097652801116,0.0,0.0,0.118,0.05036,Dimmit County,TX,Texas,False
48311,28.33050904,-98.76503622,POINT (-98.76503622 28.33050904),0.7096133620892695,0.0,0.0,0.124,0.0916067146282974,McMullen County,TX,Texas,False
48127,28.40277417,-99.91513654,POINT (-99.91513654 28.40277417),0.4427672358442821,0.0,0.0,0.118,0.05036,Dimmit County,TX,Texas,False
48127,28.41087758,-99.61095558,POINT (-99.61095558 28.41087758),0.4577810888788537,0.0,0.0,0.118,0.05036,Dimmit County,TX,Texas,False
48283,28.43294327,-99.18388497,POINT (-99.18388497 28.43294327),0.5118395948339033,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48311,28.43800591,-98.77107269,POINT (-98.77107269 28.43800591),0.4538171233069004,0.0,0.0,0.124,0.0916067146282974,McMullen County,TX,Texas,False
48283,28.51606075,-98.83999281,POINT (-98.83999281 28.51606075),0.3964705913018959,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48283,28.53293184,-99.11200756,POINT (-99.11200756 28.53293184),0.4721063192282485,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48283,28.60847798,-99.14637073,POINT (-99.14637073 28.60847798),0.2426384747186812,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48025,28.6245,-97.9375,POINT (-97.9375 28.6245),0.0,0.0,0.6841548923703402,0.187,0.172927123705445,Bee County,TX,Texas,False
48283,28.62602642,-98.86402269,POINT (-98.86402269 28.62602642),0.2328792154335794,0.0,0.0,0.177,0.09536,La Salle County,TX,Texas,False
48013,28.66097349,-98.70660111,POINT (-98.70660111 28.66097349),0.2923851530939712,0.0,0.0,0.288,0.32710310752828,Atascosa County,TX,Texas,False
48297,28.67840617,-98.17184763,POINT (-98.17184763 28.67840617),0.4795325564441249,0.0,0.0,0.16,0.123898082910044,Live Oak County,TX,Texas,False
48013,28.68649442,-98.42044845,POINT (-98.42044845 28.68649442),0.3846983499892827,0.0,0.0,0.288,0.32710310752828,Atascosa County,TX,Texas,False
22057,28.687,-90.313,POINT (-90.313 28.687),0.4692418845961383,0.015242154393627,0.0,0.151,0.1,Lafourche Parish,LA,Louisiana,False
48013,28.70236617,-98.28682698,POINT (-98.28682698 28.70236617),0.3919415421199155,0.0,0.0,0.288,0.32710310752828,Atascosa County,TX,Texas,False
48255,28.71038719,-97.96820862,POINT (-97.96820862 28.71038719),0.5388069469689849,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48163,28.71251789,-98.81516524,POINT (-98.81516524 28.71251789),0.2862487966295498,0.0,0.0,0.278,0.192202751969893,Frio County,TX,Texas,False
48255,28.73709423,-98.0079158,POINT (-98.0079158 28.73709423),0.6111798760345967,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48255,28.76574625,-97.9569424,POINT (-97.9569424 28.76574625),0.6705019485959879,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
22075,28.79175,-89.05575,POINT (-89.05575 28.79175),0.3497654336453742,0.1431863519828817,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
48255,28.79759827,-97.97512416,POINT (-97.97512416 28.79759827),0.4317184888977043,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
22075,28.859,-88.958,POINT (-88.958 28.859),0.2508293599250884,0.1419292551736927,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
48321,28.8678,-95.9168,POINT (-95.9168 28.8678),0.0,0.0,0.6045708198528301,0.087,0.0597828087612737,Matagorda County,TX,Texas,False
48255,28.87636295,-97.93562331,POINT (-97.93562331 28.87636295),0.566293338934332,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48255,28.93363449,-98.00481559,POINT (-98.00481559 28.93363449),0.3508376267826714,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
22075,28.93975,-89.702,POINT (-89.702 28.93975),0.2567382268047186,0.0,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
48255,28.95772262,-97.83119701,POINT (-97.83119701 28.95772262),0.2258917916324629,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
22075,28.9598,-88.6084,POINT (-88.6084 28.9598),0.0,0.245016233431894,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
48255,28.96614837,-97.85165585,POINT (-97.85165585 28.96614837),0.3264572196378366,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48255,28.97057372,-97.99116318,POINT (-97.99116318 28.97057372),0.2466358145304232,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48255,28.97829658,-97.85267839,POINT (-97.85267839 28.97829658),0.3711397728912331,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48255,28.99158805,-97.85821751,POINT (-97.85821751 28.99158805),0.3801470181013224,0.0,0.0,0.129,0.205203164152705,Karnes County,TX,Texas,False
48123,29.00167197,-97.51036163,POINT (-97.51036163 29.00167197),0.4446835941287348,0.0,0.0,0.148,0.2,DeWitt County,TX,Texas,False
22057,29.033,-90.14077778,POINT (-90.14077778 29.033),0.0,0.1871838059823867,0.0,0.151,0.1,Lafourche Parish,LA,Louisiana,False
22075,29.04078997,-89.28189045,POINT (-89.28189045 29.04078997),0.0,0.0561474996993074,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
48123,29.050888,-97.62652344,POINT (-97.62652344 29.050888),0.644331029848595,0.0,0.0,0.148,0.2,DeWitt County,TX,Texas,False
22075,29.07484204,-89.16974745,POINT (-89.16974745 29.07484204),0.0,0.0482238929791021,0.0,0.031,0.306343859649123,Plaquemines Parish,LA,Louisiana,True
22057,29.07901052,-90.31017573,POINT (-90.31017573 29.07901052),0.0,0.0352145369736107,0.0,0.095,0.461867927864215,Lafourche Parish,LA,Louisiana,False
22057,29.08979909,-90.14878324,POINT (-90.14878324 29.08979909),0.2077211193135104,0.1839474134021564,0.0,0.151,0.1,Lafourche Parish,LA,Louisiana,False
48123,29.09659691,-97.51219701,POINT (-97.51219701 29.09659691),0.5902373369316506,0.0,0.0,0.148,0.2,DeWitt County,TX,Texas,False
22075,29.11971228,-89.39681889,POINT (-89.39681889 29.11971228),0.1585670470516078,0.0,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
48167,29.138,-94.533,POINT (-94.533 29.138),0.0,0.1386975488436494,0.0,0.151,0.1,Galveston County,TX,Texas,False
22075,29.15997451,-89.46575478,POINT (-89.46575478 29.15997451),0.0322792685811335,0.0235078236196782,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
22075,29.1915,-88.7325,POINT (-88.7325 29.1915),0.0,0.1004592532413296,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
22075,29.24088,-89.18350552,POINT (-89.18350552 29.24088),0.0,0.046931835608969,0.0,0.031,0.306343859649123,Plaquemines Parish,LA,Louisiana,False
22075,29.24629198,-89.409263,POINT (-89.409263 29.24629198),0.0726926077793767,0.0,0.0,0.031,0.306343859649123,Plaquemines Parish,LA,Louisiana,True
22109,29.28203925,-91.14035352,POINT (-91.14035352 29.28203925),0.2896183120341115,0.0,0.0,0.151,0.1,Terrebonne Parish,LA,Louisiana,False
22109,29.29654204,-91.00304935,POINT (-91.00304935 29.29654204),0.0,0.0268136670237618,0.0,0.09,0.432906721472278,Terrebonne Parish,LA,Louisiana,False
22057,29.33444112,-90.22535376,POINT (-90.22535376 29.33444112),0.2428828631139555,0.0,0.0,0.095,0.461867927864215,Lafourche Parish,LA,Louisiana,False
22101,29.38341894,-91.48910631,POINT (-91.48910631 29.38341894),0.0954958402468437,0.0,0.0,0.151,0.1,St. Mary Parish,LA,Louisiana,False
22057,29.39346926,-90.29592936,POINT (-90.29592936 29.39346926),0.297075456343566,0.0472957195838361,0.0,0.095,0.461867927864215,Lafourche Parish,LA,Louisiana,True
22045,29.398,-92.013,POINT (-92.013 29.398),0.0,0.0503625047801949,0.0,0.151,0.1,Iberia Parish,LA,Louisiana,False
22045,29.39897132,-91.76347171,POINT (-91.76347171 29.39897132),0.4282429044236779,0.0,0.0,0.151,0.1,Iberia Parish,LA,Louisiana,False
22101,29.41959546,-91.47195564,POINT (-91.47195564 29.41959546),0.4486279983709803,0.0,0.0,0.151,0.1,St. Mary Parish,LA,Louisiana,False
22045,29.45811672,-91.92797892,POINT (-91.92797892 29.45811672),0.0,0.0071192965756574,0.0,0.151,0.1,Iberia Parish,LA,Louisiana,False
22057,29.49937299,-90.3637917,POINT (-90.3637917 29.49937299),0.1448699123980597,0.038176953637805,0.0,0.095,0.461867927864215,Lafourche Parish,LA,Louisiana,False
22075,29.52654012,-89.48479184,POINT (-89.48479184 29.52654012),0.0,0.0370935137616296,0.0,0.151,0.1,Plaquemines Parish,LA,Louisiana,False
22109,29.5386345,-90.85853993,POINT (-90.85853993 29.5386345),0.1162758465764384,0.0269577395181874,0.0,0.09,0.432906721472278,Terrebonne Parish,LA,Louisiana,False
48039,29.542834,-95.39756786,POINT (-95.39756786 29.542834),0.1898488481993006,0.0,0.0,0.146,0.0249927933121937,Brazoria County,TX,Texas,False
22109,29.55268743,-91.03923653,POINT (-91.03923653 29.55268743),0.2696915357727375,0.0,0.0,0.09,0.432906721472278,Terrebonne Parish,LA,Louisiana,False
22087,29.57187095,-89.12764515,POINT (-89.12764515 29.57187095),0.0,0.0878792668488922,0.0,0.151,0.1,St. Bernard Parish,LA,Louisiana,False
22101,29.60421631,-91.52960632,POINT (-91.52960632 29.60421631),0.1427232574268165,0.0325545201217359,0.0,0.072,0.27631034617336,St. Mary Parish,LA,Louisiana,True
22057,29.65963699,-90.45850621,POINT (-90.45850621 29.65963699),0.2787295014303831,0.0,0.0,0.095,0.461867927864215,Lafourche Parish,LA,Louisiana,False
48071,29.68921508,-94.51181516,POINT (-94.51181516 29.68921508),0.0,0.2012746807840622,0.0,0.1989999999999999,0.228664677359194,Chambers County,TX,Texas,False
22101,29.71941387,-91.49081195,POINT (-91.49081195 29.71941387),0.3017287532606122,0.0194477574248752,0.0,0.072,0.27631034617336,St. Mary Parish,LA,Louisiana,True
48465,29.7449,-100.784,POINT (-100.784 29.7449),0.0,0.0,0.6028176749072129,0.301,0.0752889802209093,Val Verde County,TX,Texas,False
22099,29.79517615,-91.31959858,POINT (-91.31959858 29.79517615),0.0,0.0535680750748305,0.0,0.074,0.256247459556134,St. Martin Parish,LA,Louisiana,False
22045,29.80922183,-91.80156296,POINT (-91.80156296 29.80922183),0.113678903334423,0.0540594257482707,0.0,0.062,0.200134939277325,Iberia Parish,LA,Louisiana,True
22113,29.88845286,-91.98907318,POINT (-91.98907318 29.88845286),0.0,0.0328905371813787,0.0,0.226,0.212105945012236,Vermilion Parish,LA,Louisiana,False
22007,29.91040164,-91.12593106,POINT (-91.12593106 29.91040164),0.1642327400583756,0.0022369580527517,0.0,0.066,0.293589696681424,Assumption Parish,LA,Louisiana,True
22023,29.94944757,-93.74637005,POINT (-93.74637005 29.94944757),0.2485104118765124,0.0,0.0,0.406,0.3,Cameron Parish,LA,Louisiana,False
22099,29.95192083,-91.32280194,POINT (-91.32280194 29.95192083),0.5217678635900602,0.0,0.0,0.074,0.256247459556134,St. Martin Parish,LA,Louisiana,False
22023,30.00637434,-93.04584734,POINT (-93.04584734 30.00637434),0.2526520333732976,0.0,0.0,0.406,0.3,Cameron Parish,LA,Louisiana,False
22053,30.13351628,-92.71570445,POINT (-92.71570445 30.13351628),0.2535136950196739,0.0014320851306214,0.0,0.076,0.325128861953703,Jefferson Davis Parish,LA,Louisiana,False
48287,30.18393117,-96.79393149,POINT (-96.79393149 30.18393117),0.3976924721632267,0.0,0.0,0.252,0.223629663749424,Lee County,TX,Texas,False
48287,30.22521369,-96.7503157,POINT (-96.7503157 30.22521369),0.3132380011766233,0.0,0.0,0.252,0.223629663749424,Lee County,TX,Texas,False
22099,30.26672879,-91.61433851,POINT (-91.61433851 30.26672879),0.0,0.1957895708529349,0.0,0.074,0.256247459556134,St. Martin Parish,LA,Louisiana,True
48051,30.32758407,-96.49897234,POINT (-96.49897234 30.32758407),0.4976904488414448,0.0,0.0,0.213,0.221719771810213,Burleson County,TX,Texas,False
48051,30.4026408,-96.53876335,POINT (-96.53876335 30.4026408),0.4953544634788658,0.0,0.0,0.213,0.221719771810213,Burleson County,TX,Texas,False
48371,30.45083252,-102.7928171,POINT (-102.7928171 30.45083252),0.4584830137476351,0.0,0.0,0.221,0.0591763405196241,Pecos County,TX,Texas,False
48051,30.5976683,-96.61342496,POINT (-96.61342496 30.5976683),0.2831169147966908,0.0,0.0,0.213,0.221719771810213,Burleson County,TX,Texas,False
22077,30.60120282,-91.51612253,POINT (-91.51612253 30.60120282),0.3540662529281851,0.0,0.0,0.054,0.342548628280361,Pointe Coupee Parish,LA,Louisiana,False
22039,30.76182787,-92.44884813,POINT (-92.44884813 30.76182787),0.0,0.0357958191113892,0.0,0.221,0.406891195542296,Evangeline Parish,LA,Louisiana,False
48457,30.7770302,-94.33166988,POINT (-94.33166988 30.7770302),0.4396031091865685,0.0,0.0,0.421,0.37023074898371,Tyler County,TX,Texas,False
48371,30.7835,-102.526,POINT (-102.526 30.7835),0.0,0.0,0.5814903381467871,0.221,0.0591763405196241,Pecos County,TX,Texas,False
48041,30.83233459,-96.24392613,POINT (-96.24392613 30.83233459),0.6502952845152526,0.0,0.0,0.2,0.286734911494988,Brazos County,TX,Texas,False
48299,30.83413497,-98.40321151,POINT (-98.40321151 30.83413497),0.1692227777966233,0.0,0.0,0.244,0.271793701506162,Llano County,TX,Texas,False
48371,30.89017752,-101.9510614,POINT (-101.9510614 30.89017752),0.5408196116657569,0.0,0.0,0.221,0.0591763405196241,Pecos County,TX,Texas,False
48105,30.91079272,-101.2034341,POINT (-101.2034341 30.91079272),0.4250408775279991,0.0,0.0,0.431,0.00013,Crockett County,TX,Texas,False
48371,30.9149,-102.078,POINT (-102.078 30.9149),0.0,0.0,0.6208248449915643,0.221,0.0591763405196241,Pecos County,TX,Texas,False
48105,30.936,-101.607,POINT (-101.607 30.936),0.0,0.0,0.6590625886188841,0.431,0.00013,Crockett County,TX,Texas,False
48371,30.9432,-102.425,POINT (-102.425 30.9432),0.0,0.0,0.5094775752709397,0.221,0.0591763405196241,Pecos County,TX,Texas,False
22079,30.94806105,-92.51582312,POINT (-92.51582312 30.94806105),0.0,0.0200003495611771,0.0,0.335,0.482820550259694,Rapides Parish,LA,Louisiana,False
48395,30.99602518,-96.4636569,POINT (-96.4636569 30.99602518),0.4537060639368308,0.0,0.0,0.13,0.204947508845195,Robertson County,TX,Texas,False
48105,31.0362,-101.629,POINT (-101.629 31.0362),0.0,0.0,0.6997373037376682,0.431,0.00013,Crockett County,TX,Texas,False
48389,31.05880158,-103.4242978,POINT (-103.4242978 31.05880158),0.4278059924963329,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48413,31.0696,-100.685,POINT (-100.685 31.0696),0.0,0.0,0.6124152090428434,0.348,0.0,Schleicher County,TX,Texas,False
48395,31.09110717,-96.36304905,POINT (-96.36304905 31.09110717),0.6420073187369022,0.0,0.0,0.13,0.204947508845195,Robertson County,TX,Texas,False
48461,31.1081,-101.916,POINT (-101.916 31.1081),0.0,0.0,0.4546925552805442,0.119,0.11861101306036,Upton County,TX,Texas,False
48389,31.12815124,-103.558001,POINT (-103.558001 31.12815124),0.4797428738133136,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48235,31.16614957,-101.2694066,POINT (-101.2694066 31.16614957),0.4312900204868241,0.0,0.0,0.517,0.00046,Irion County,TX,Texas,False
48389,31.16858073,-103.5040194,POINT (-103.5040194 31.16858073),0.2532622925081165,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48371,31.17087415,-103.1058177,POINT (-103.1058177 31.17087415),0.6520229085784272,0.0,0.0,0.221,0.0591763405196241,Pecos County,TX,Texas,False
48389,31.17806859,-103.3279694,POINT (-103.3279694 31.17806859),0.4921686974343154,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48389,31.1781635,-103.5655671,POINT (-103.5655671 31.1781635),0.5104400978928615,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48389,31.18129654,-103.863999,POINT (-103.863999 31.18129654),0.7287027670705936,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48383,31.1856,-101.371,POINT (-101.371 31.1856),0.0,0.0,0.6997373037376682,0.195,0.06603,Reagan County,TX,Texas,False
48307,31.2185,-99.4171,POINT (-99.4171 31.2185),0.0,0.0,0.6287563956881035,0.172,0.1,McCulloch County,TX,Texas,False
48383,31.22898514,-101.3944171,POINT (-101.3944171 31.22898514),0.6150335532668058,0.0,0.0,0.195,0.06603,Reagan County,TX,Texas,False
48389,31.2321017,-103.213041,POINT (-103.213041 31.2321017),0.4325906284156434,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48389,31.23259596,-103.2032317,POINT (-103.2032317 31.23259596),0.4001421648240097,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48389,31.2565304,-103.4240505,POINT (-103.4240505 31.2565304),0.495003865325491,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48383,31.26733525,-101.3995258,POINT (-101.3995258 31.26733525),0.5781598058202976,0.0,0.0,0.195,0.06603,Reagan County,TX,Texas,False
48383,31.26796499,-101.4270239,POINT (-101.4270239 31.26796499),0.6282242064387377,0.0,0.0,0.195,0.06603,Reagan County,TX,Texas,False
48389,31.28708585,-103.4969502,POINT (-103.4969502 31.28708585),0.4687751241474499,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48389,31.31564976,-103.5909208,POINT (-103.5909208 31.31564976),0.5276004142827612,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48461,31.33135418,-101.9496046,POINT (-101.9496046 31.33135418),0.4701494855037087,0.0,0.0,0.119,0.11861101306036,Upton County,TX,Texas,False
48389,31.33484763,-103.3895331,POINT (-103.3895331 31.33484763),0.4051549224173776,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48333,31.34742441,-98.61447568,POINT (-98.61447568 31.34742441),0.4257911861794516,0.0,0.0,0.254,0.185563883961778,Mills County,TX,Texas,False
48333,31.3938,-98.3594,POINT (-98.3594 31.3938),0.0,0.0,0.6411434543368497,0.254,0.185563883961778,Mills County,TX,Texas,False
48161,31.42846808,-96.22116018,POINT (-96.22116018 31.42846808),0.5005533491102612,0.0,0.0,0.301,0.160524572791098,Freestone County,TX,Texas,False
48475,31.4341013,-103.2395951,POINT (-103.2395951 31.4341013),0.2710421187009929,0.0,0.0,0.183,0.2,Ward County,TX,Texas,False
48293,31.4341634,-96.28841514,POINT (-96.28841514 31.4341634),0.4986863519480018,0.0,0.0,0.236,0.089349464498215,Limestone County,TX,Texas,False
48389,31.50925314,-103.6955577,POINT (-103.6955577 31.50925314),0.6456494538866646,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
48103,31.52330711,-102.6296257,POINT (-102.6296257 31.52330711),0.3657970454023966,0.0,0.0,0.159,0.189837510327733,Crane County,TX,Texas,False
48383,31.52761614,-101.7420475,POINT (-101.7420475 31.52761614),0.6811983556570556,0.0,0.0,0.195,0.06603,Reagan County,TX,Texas,False
48103,31.53550963,-102.6973584,POINT (-102.6973584 31.53550963),0.3848815766544411,0.0,0.0,0.159,0.189837510327733,Crane County,TX,Texas,False
48405,31.54651146,-94.27049456,POINT (-94.27049456 31.54651146),0.8648460283011975,0.0,0.0,0.345,0.331133649599215,San Augustine County,TX,Texas,False
48333,31.5523,-98.537,POINT (-98.537 31.5523),0.0,0.0,0.6433831450052341,0.254,0.185563883961778,Mills County,TX,Texas,False
48347,31.55406905,-94.39765411,POINT (-94.39765411 31.55406905),0.6435855922073891,0.0,0.0,0.347,0.205029251265916,Nacogdoches County,TX,Texas,False
48461,31.55598671,-102.1906083,POINT (-102.1906083 31.55598671),0.4284650851568221,0.0,0.0,0.119,0.11861101306036,Upton County,TX,Texas,False
48475,31.57057816,-103.5111034,POINT (-103.5111034 31.57057816),0.6687839524966384,0.0,0.0,0.183,0.2,Ward County,TX,Texas,False
48461,31.57733229,-102.0643112,POINT (-102.0643112 31.57733229),0.3707762161398444,0.0,0.0,0.119,0.11861101306036,Upton County,TX,Texas,False
48333,31.5794,-98.4958,POINT (-98.4958 31.5794),0.0,0.0,0.7008456436158912,0.254,0.185563883961778,Mills County,TX,Texas,False
48347,31.57941589,-94.31524768,POINT (-94.31524768 31.57941589),0.5460044323593594,0.0,0.0,0.347,0.205029251265916,Nacogdoches County,TX,Texas,False
48475,31.5902684,-103.3428739,POINT (-103.3428739 31.5902684),0.3755925816013571,0.0,0.0,0.183,0.2,Ward County,TX,Texas,False
48383,31.59096259,-101.6440961,POINT (-101.6440961 31.59096259),0.4419943899888274,0.0,0.0,0.195,0.06603,Reagan County,TX,Texas,False
48389,31.59912411,-103.7033193,POINT (-103.7033193 31.59912411),0.4534869461854485,0.0,0.0,0.118,0.231201506929183,Reeves County,TX,Texas,False
22043,31.60132579,-92.62267917,POINT (-92.62267917 31.60132579),0.0,0.0273225168629562,0.0,0.351,0.496993572047474,Grant Parish,LA,Louisiana,False
48475,31.63480645,-103.1943904,POINT (-103.1943904 31.63480645),0.3914872800540498,0.0,0.0,0.183,0.2,Ward County,TX,Texas,False
